('传祺GS4 2017款 235T 自动两驱精英版', 'https://image1.guazistatic.com/qn18053120514696edc3aa659d88796705281ee11d250f.jpg', '6.6万公里', '10.60万', '14.50万')
('传祺GS5 2013款 1.8T 自动四驱至尊版', 'https://image.guazistatic.com/gz01180624/17/32/93dc525a8ccbda35b3bb8fc60a93b71f.jpg', '2017年', '7.00万', '24.90万')

('传祺GS4 2015款 200T 手动豪华版', 'https://image1.guazistatic.com/qn180525122330cf5a27f0e734961d762ed2a0a14f18ac.jpg', '2012年', '8.00万', '12.80万')
('传祺GS4 2015款 200T G-DCT精英版', 'https://image1.guazistatic.com/qn180507141855a9b4b534c272d593acf0a9b0d4f39d13.jpg', '2017年', '9.50万', '13.70万')
('传祺GS4 2015款 200T G-DCT豪华版', 'https://image.guazistatic.com/gz01180527/11/38/de8a107d7b8cf5c2aad78fdc1dd1e929.jpg', '14.1万公里', '8.80万', '14.80万')
('传祺GS5 2012款 2.0L 自动两驱周年纪念版', 'https://image1.guazistatic.com/qn18070917111375cc12509d3459eb4faed3c0ad7ed4a9.jpg', '3.1万公里', '6.80万', '17.00万')
('传祺GA6 2016款 235T 自动精英版', 'https://image1.guazistatic.com/qn1801162032559c02ffa447e5440b7b5cf2dd948b8be6.jpg', '2014年', '10.20万', '13.80万')
('传祺GS5 2014款 2.0L 自动两驱超享版', 'https://image.guazistatic.com/gz01180502/19/39/5fd19a20e6148ebc3884c786e521a578.jpg', '7.8万公里', '7.50万', '14.80万')
('传祺GS4 2016款 235T G-DCT尊贵版', 'https://image1.guazistatic.com/qn180606195644e2d8c449d68eca37869a87d6d12e65b4.jpg', '3.3万公里', '10.00万', '16.70万')
('传祺GA5 2013款 2.0L 自动精英版', 'https://image.guazistatic.com/gz01180501/18/28/c4649b22c4e5a941f870b09948d70740.jpg', '2014年', '5.30万', '15.10万')
('传祺GS4 2015款 200T G-DCT豪华版', 'https://image1.guazistatic.com/qn18031814172978b40e4931ef863f3c4d600cb355042b.jpg', '10.4万公里', '9.50万', '14.80万')
('传祺GS5 Super 2015款 1.8T 自动两驱豪华版', 'https://image.guazistatic.com/gz01180509/10/44/163cec6af1c7d5f06ff53156c4034fbc.jpg', '2017年', '9.00万', '18.90万')
('传祺GS5 2012款 2.0L 手动两驱舒适版', 'https://image1.guazistatic.com/qn1803161457134d473119036df5e2d642ec596a9eb45d.jpg', '2016年', '5.60万', '13.40万')
('传祺GS4 2017款 235T 自动两驱豪华智联版', 'https://image.guazistatic.com/gz01180525/17/40/949e00d90ad7350edbdee0cd5ed4459c.jpg', '2015年', '12.00万', '15.60万')
